GROUP,SURVEY,SP,ID,PURPOSE,FIRST,TICKET,WHO,LUGGAGE,AGE,MALE,INCOME,GA,ORIGIN,DEST,TRAIN_AV,CAR_AV,SM_AV,TRAIN_TT,TRAIN_CO,TRAIN_HE,SM_TT,SM_CO,SM_HE,SM_SEATS,CAR_TT,CAR_CO,CHOICE
2,0,1,242,3,0,1,1,1,4,0,2,0,25,22,1,1,1,67,22,30,43,25,10,1,48,40,1
2,0,1,243,3,0,1,1,1,4,0,4,0,1,2,1,0,1,133,58,30,64,62,30,0,0,0,1
2,0,1,244,3,0,1,1,1,5,0,1,0,10,25,1,0,1,108,29,60,99,32,10,0,0,0,1
2,0,1,245,3,0,1,1,1,5,0,1,0,25,2,1,1,1,161,40,120,64,53,10,1,97,91,2
2,0,1,246,3,0,1,1,1,5,0,2,0,2,1,1,1,1,144,48,120,70,50,30,1,110,70,2
2,0,1,247,3,0,1,1,1,5,0,4,0,25,10,1,1,1,115,32,60,85,36,10,0,80,40,2
2,0,1,248,3,0,1,1,1,5,1,1,0,25,10,1,0,1,84,23,30,60,26,10,1,0,0,1
2,0,1,249,3,0,1,1,1,6,1,2,0,25,22,1,0,1,58,22,60,37,29,30,1,0,0,1
2,0,1,250,3,0,1,1,1,1,1,1,0,2,1,1,0,1,87,35,60,32,49,30,0,0,0,2
2,0,1,251,3,0,1,1,1,2,0,3,0,25,2,1,1,1,114,40,30,49,53,20,0,88,28,2
2,0,1,252,3,0,1,1,1,2,1,2,0,2,25,1,1,1,104,36,30,45,43,30,0,110,65,2
2,0,1,253,3,0,1,1,1,2,1,4,0,1,25,1,0,1,214,56,120,77,80,10,0,0,0,1
2,0,1,254,3,0,1,1,1,3,0,2,0,25,2,1,0,1,125,40,60,49,53,30,0,0,0,2
2,0,1,255,3,0,1,1,1,3,0,3,0,1,2,1,1,1,129,34,30,74,40,10,1,64,50,2
2,0,1,256,3,0,1,1,1,3,0,4,0,22,2,1,1,1,113,26,30,55,32,30,1,91,53,2
2,0,1,257,3,0,1,1,1,4,1,2,0,1,10,1,1,1,131,50,120,88,54,20,0,143,70,2
2,0,1,258,3,0,1,1,1,3,0,2,0,22,1,1,0,1,163,52,60,55,72,30,0,0,0,2
2,0,1,259,3,0,1,1,3,2,0,4,0,14,2,1,1,1,236,54,60,146,66,30,0,234,52,2
2,0,1,260,3,0,1,1,3,3,0,1,0,25,2,1,0,1,147,40,120,66,54,10,0,0,0,1
2,0,1,261,3,0,1,1,3,4,1,1,0,25,22,1,0,1,61,16,120,38,21,20,0,0,0,2
2,0,1,262,3,0,1,2,1,1,0,4,0,17,1,1,0,1,88,20,60,39,26,10,0,0,0,1
2,0,1,263,3,0,2,1,0,1,1,4,0,1,25,1,0,1,215,37,120,96,42,30,0,0,0,2
2,0,1,264,3,0,2,1,1,2,0,4,0,17,9,1,0,1,114,22,60,58,23,20,0,0,0,2
2,0,1,265,3,0,2,1,1,4,1,4,0,25,22,1,1,1,58,18,30,38,20,10,0,91,78,1
2,0,1,266,3,0,2,1,1,5,1,2,0,25,22,1,1,1,71,9,60,48,14,30,1,48,13,1
2,0,1,267,3,0,2,1,1,1,0,4,0,2,22,1,0,1,88,13,60,37,20,30,1,0,0,2
2,0,1,268,3,0,2,1,1,1,1,1,0,25,22,1,0,1,38,9,120,12,14,10,0,0,0,2
2,0,1,269,3,0,3,1,1,1,0,1,0,22,2,1,1,1,94,57,120,48,65,30,0,91,40,2
2,0,1,270,3,0,3,1,1,1,0,4,0,1,2,1,0,1,197,85,120,118,99,20,1,0,0,2
2,0,1,271,3,0,3,1,1,2,1,2,0,17,2,1,0,1,184,127,30,80,139,10,0,0,0,2
2,0,1,272,3,0,3,1,1,3,0,1,0,1,17,1,0,1,120,52,120,101,68,30,0,0,0,2
2,0,1,273,3,0,3,1,1,3,0,2,0,25,2,1,1,1,194,80,60,85,95,10,0,96,85,2
2,0,1,274,3,0,3,1,1,3,0,3,0,15,1,1,1,1,116,58,120,46,65,30,1,60,40,2
2,0,1,275,3,0,3,1,1,1,0,1,0,17,1,1,0,1,111,47,60,74,70,30,1,0,0,1
2,0,1,276,3,0,3,1,1,5,0,1,0,22,25,1,1,1,60,46,120,36,57,20,0,52,20,1
2,0,1,277,3,0,3,1,1,2,0,1,0,1,22,1,0,1,206,108,30,92,128,30,1,0,0,2
2,0,1,278,3,0,3,1,3,4,0,4,0,25,1,1,1,1,233,148,60,78,198,30,0,247,80,2
2,0,1,279,3,0,3,1,3,1,1,4,0,25,1,1,0,1,208,111,60,89,132,10,0,0,0,1
2,0,1,280,3,0,3,1,3,2,0,1,0,25,22,1,1,1,56,40,60,33,58,30,1,56,45,1
2,0,1,281,3,0,3,1,3,2,0,2,0,22,25,1,1,1,43,33,120,22,38,30,0,65,24,2
2,0,1,282,3,0,3,1,3,3,0,1,0,23,25,1,1,1,87,61,60,70,76,30,1,56,65,3
2,0,1,283,3,0,3,1,3,2,0,1,0,1,22,1,1,1,245,97,60,108,114,20,0,170,130,2
2,0,1,284,3,0,3,1,3,1,1,1,0,22,25,1,0,1,43,33,30,24,40,30,0,0,0,2
2,0,1,285,3,0,4,1,0,1,0,4,0,23,25,1,1,1,180,39,60,136,42,20,0,150,39,2
2,0,1,286,3,0,4,1,0,2,0,1,0,1,25,1,1,1,226,67,30,97,77,10,1,168,65,3
2,0,1,287,3,0,4,1,0,2,1,1,0,25,1,1,0,1,200,74,60,100,84,20,1,0,0,2
2,0,1,288,3,0,4,1,0,2,1,1,0,25,1,1,0,1,200,67,120,90,77,30,0,0,0,1
2,0,1,289,3,0,4,1,3,3,0,2,0,17,1,1,0,1,80,22,30,31,26,10,1,0,0,2
2,0,1,290,3,0,5,1,1,2,0,4,0,1,22,1,1,1,286,50,120,138,80,10,1,234,136,1
2,0,1,291,3,0,5,1,1,2,0,4,0,1,25,1,1,1,196,50,30,85,80,20,0,168,92,1
2,0,1,292,3,0,5,1,1,3,0,3,0,1,22,1,1,1,185,45,30,77,60,10,1,128,95,2
2,0,1,293,3,0,5,1,1,3,0,2,0,22,1,1,1,1,232,45,30,84,80,20,0,221,115,1
2,0,1,294,3,0,5,1,1,4,0,1,0,2,17,1,0,1,172,50,30,53,65,30,1,0,0,2
2,0,1,295,3,0,6,1,0,1,1,4,1,22,17,1,0,1,219,2600,30,75,4160,20,0,0,0,1
2,0,1,296,3,0,6,1,0,2,0,1,1,2,1,1,0,1,143,3120,30,92,4160,20,1,0,0,1
2,0,1,297,3,0,6,1,0,2,0,4,1,10,1,1,0,1,120,2340,30,92,3380,30,0,0,0,1
2,0,1,298,3,0,6,1,0,4,0,2,1,2,22,1,1,1,82,2600,120,31,3380,20,0,80,52,3
2,0,1,299,3,0,6,1,1,1,0,1,1,9,2,1,0,1,138,2340,120,66,3380,20,1,0,0,1
2,0,1,300,3,0,6,1,1,1,0,1,1,22,25,1,0,1,86,2600,120,55,4160,10,1,0,0,1
2,0,1,301,3,0,6,1,1,1,0,1,1,25,10,1,0,1,102,2340,30,91,3120,10,1,0,0,2
2,0,1,302,3,0,6,1,1,1,0,4,1,25,2,1,0,1,153,2600,30,62,3120,10,0,0,0,2
2,0,1,303,3,0,6,1,1,1,1,1,1,17,2,1,0,1,161,2340,60,87,4160,30,1,0,0,1
2,0,1,304,3,0,6,1,1,1,1,1,1,22,25,1,1,1,102,2340,60,63,3120,20,0,70,52,2
2,0,1,305,3,0,6,1,1,1,1,4,1,22,2,1,0,1,276,2600,60,174,3380,10,0,0,0,1
2,0,1,306,3,0,6,1,1,2,1,1,1,1,2,1,1,1,147,3120,120,70,3120,30,1,110,80,2
2,0,1,307,3,0,6,1,1,2,1,1,1,2,1,1,0,1,73,3120,30,23,3120,10,0,0,0,2
2,0,1,308,3,0,6,1,1,2,1,1,1,2,25,1,0,1,114,2340,120,49,3120,30,0,0,0,1
2,0,1,309,3,0,6,1,1,2,1,2,1,25,1,1,0,1,200,2340,60,81,3380,10,0,0,0,1
2,0,1,310,3,0,6,1,1,3,1,1,1,17,1,1,0,1,124,3120,60,61,4160,30,0,0,0,2
2,0,1,311,3,0,6,1,1,3,1,2,1,10,1,1,1,1,141,2340,60,66,3120,20,0,100,78,2
2,0,1,312,3,0,6,1,1,3,1,2,1,17,1,1,0,1,102,2600,60,49,4160,30,0,0,0,1
2,0,1,313,3,0,6,1,1,4,1,3,1,1,2,1,0,1,120,3120,60,62,3120,20,0,0,0,2
2,0,1,314,3,0,6,1,1,5,0,2,1,1,17,1,0,1,80,3120,30,31,3120,10,0,0,0,1
2,0,1,315,3,0,6,1,1,5,1,2,1,1,25,1,0,1,221,3120,30,107,3120,10,0,0,0,1
2,0,1,316,3,0,6,1,1,2,0,1,1,2,1,1,0,1,95,2600,30,47,4160,20,0,0,0,1
2,0,1,317,3,0,6,1,1,4,0,1,1,22,21,1,1,1,470,2600,60,278,3380,10,0,168,130,3
2,0,1,318,3,0,6,1,1,5,1,2,1,2,22,1,1,1,112,3120,120,40,3120,30,1,70,30,1
2,0,1,319,3,0,6,1,1,5,1,4,1,2,22,1,0,1,121,3120,120,66,3380,20,0,0,0,2
2,0,1,320,3,0,6,1,1,3,0,4,1,2,1,1,1,1,87,3120,60,39,3380,10,1,80,40,3
2,0,1,321,3,0,6,1,3,2,1,3,1,1,23,1,1,1,217,2600,60,109,4160,30,0,180,50,1
2,0,1,322,3,0,6,1,3,5,0,4,1,25,1,1,1,1,341,2600,60,149,3380,10,0,216,95,1
2,0,1,323,3,0,6,2,1,3,0,3,1,22,2,1,1,1,75,2600,30,27,4160,20,0,56,44,1
2,0,1,324,3,0,6,2,1,1,0,4,1,23,2,1,0,1,155,2340,120,97,4160,10,0,0,0,2
2,0,1,325,3,0,7,1,1,1,0,1,1,1,2,1,0,1,125,1665,30,81,2405,30,0,0,0,1
2,0,1,326,3,0,7,1,1,1,1,1,1,1,2,1,1,1,167,1665,60,89,2220,20,0,90,65,1
2,0,1,327,3,0,7,1,1,1,1,1,1,1,17,1,0,1,111,2220,120,41,2220,30,1,0,0,2
2,0,1,328,3,0,7,1,1,1,1,1,1,1,17,1,1,1,75,1665,120,54,2960,10,0,50,20,3
2,0,1,329,3,0,7,1,1,1,1,1,1,17,2,1,0,1,202,1665,30,119,2960,20,0,0,0,1
2,0,1,330,3,0,7,1,1,2,1,1,1,2,9,1,0,1,140,1665,60,89,2405,10,0,0,0,2
2,0,1,331,3,0,7,1,1,5,0,1,1,17,1,1,0,1,130,1850,30,62,2220,10,0,0,0,1
2,0,1,332,3,0,7,1,1,1,0,4,1,17,3,1,0,1,165,1665,60,86,2220,20,0,0,0,1
2,0,1,333,3,0,7,2,0,1,0,1,1,17,1,1,0,1,88,1665,30,47,2405,30,0,0,0,1
2,0,1,334,3,0,7,2,1,1,0,1,1,17,1,1,0,1,95,2220,30,46,2220,10,0,0,0,2
2,0,1,335,3,0,7,2,1,1,1,1,1,2,1,1,1,1,144,2220,60,86,2220,20,0,80,32,2
2,0,1,336,3,0,7,2,1,1,1,1,1,25,23,1,0,1,109,1850,30,83,2405,30,1,0,0,1
2,0,1,337,3,0,8,2,1,1,0,1,0,25,22,1,0,1,61,251,30,30,272,30,0,0,0,2
2,0,1,338,3,0,10,1,1,1,0,4,0,25,22,1,0,1,71,116,30,42,139,10,0,0,0,2
2,0,1,339,3,0,10,1,1,5,0,1,0,1,2,1,0,1,100,216,120,49,281,20,0,0,0,2
2,0,1,340,3,0,10,1,1,1,1,1,0,22,25,1,0,1,73,49,30,58,70,30,0,0,0,1
2,0,1,341,3,0,10,1,1,4,1,1,0,25,22,1,1,1,55,40,60,33,57,10,0,58,39,1
2,0,1,342,3,1,1,1,0,3,0,3,0,17,2,1,1,1,183,79,120,88,90,30,0,182,68,2
2,0,1,343,3,1,1,1,0,5,1,3,0,22,2,1,1,1,108,53,120,57,58,30,0,56,52,2
2,0,1,344,3,1,1,1,1,2,1,2,0,1,17,1,1,1,151,41,60,102,53,10,0,78,45,2
2,0,1,345,3,1,1,1,1,2,1,3,0,1,2,1,1,1,139,61,60,88,74,10,0,130,130,2
2,0,1,346,3,1,1,1,1,2,1,4,0,25,10,1,0,1,91,54,120,86,60,20,0,0,0,2
2,0,1,347,3,1,1,1,1,3,1,2,0,1,2,1,0,1,102,60,120,51,76,20,0,0,0,2
2,0,1,348,3,1,1,1,1,3,1,2,0,1,10,1,1,1,192,67,120,114,78,20,1,120,64,2
2,0,1,349,3,1,1,1,1,4,0,2,0,9,22,1,0,1,283,119,30,130,137,30,0,0,0,2
2,0,1,350,3,1,1,1,1,4,0,4,0,22,1,1,1,1,164,88,120,64,97,30,0,144,123,2
2,0,1,351,3,1,1,1,1,5,0,4,0,17,2,1,1,1,97,97,120,44,99,20,0,234,100,1
2,0,1,352,3,1,1,1,1,2,0,2,0,25,2,1,1,1,153,61,120,72,84,10,0,110,52,2
2,0,1,353,3,1,1,1,1,3,0,4,0,23,1,1,1,1,246,131,60,107,165,30,0,221,76,2
2,0,1,354,3,1,1,1,1,3,1,4,0,20,25,1,1,1,300,142,30,125,161,30,0,144,214,2
2,0,1,355,3,1,1,1,1,5,1,3,0,2,25,1,1,1,146,97,60,85,105,10,1,150,72,3
2,0,1,356,3,1,1,1,1,5,1,4,0,1,2,1,1,1,106,58,60,58,81,30,1,72,71,1
2,0,1,357,3,1,1,1,3,1,0,1,0,18,25,1,0,1,262,127,30,125,146,30,1,0,0,2
2,0,1,358,3,1,2,1,1,2,0,1,0,17,1,1,0,1,101,26,60,38,41,30,0,0,0,1
2,0,1,359,3,1,3,1,0,2,0,2,0,17,1,1,0,1,111,89,30,44,111,30,0,0,0,1
2,0,1,360,3,1,3,1,1,3,0,2,0,22,1,1,1,1,179,158,30,71,181,10,1,96,95,3
2,0,1,361,3,1,3,1,1,3,1,3,0,1,2,1,0,1,175,163,120,95,169,30,1,0,0,2
2,0,1,362,3,1,3,1,1,3,1,3,0,2,17,1,1,1,220,211,60,84,281,30,0,182,68,1
2,0,1,363,3,1,3,1,1,4,0,4,0,22,2,1,1,1,108,85,60,36,108,10,0,56,45,3
2,0,1,364,3,1,3,1,3,2,0,4,0,2,25,1,0,1,115,163,30,45,210,20,1,0,0,1
2,0,1,365,3,1,3,1,3,4,1,3,0,10,1,1,1,1,123,153,60,98,167,20,1,143,200,2
2,0,1,366,3,1,3,1,3,4,1,1,0,23,25,1,1,1,77,89,30,63,106,30,0,70,40,3
2,0,1,367,3,1,5,1,1,4,0,3,0,17,2,1,1,1,158,75,120,60,100,30,0,182,64,2
2,0,1,368,3,1,5,1,1,5,0,4,0,22,1,1,0,1,230,75,30,122,100,10,1,0,0,1
2,0,1,369,3,1,5,1,1,5,1,2,0,22,1,1,1,1,192,100,60,61,133,30,0,260,116,1
2,0,1,370,3,1,6,1,0,5,1,1,1,2,18,1,0,1,186,5040,120,131,5460,20,0,0,0,1
2,0,1,371,3,1,6,1,1,4,1,3,1,2,1,1,0,1,128,5040,120,56,5040,30,1,0,0,2
2,0,1,372,3,1,6,1,1,4,1,3,1,2,1,1,1,1,130,5040,30,63,5460,30,0,64,91,2
2,0,1,373,3,1,6,1,1,5,0,1,1,1,15,1,0,1,137,5040,120,63,5040,30,1,0,0,1
2,0,1,374,3,1,6,1,1,5,0,4,1,19,1,1,0,1,172,3780,120,114,6720,10,0,0,0,1
2,0,1,375,3,1,6,1,1,4,0,4,1,2,22,1,1,1,91,3780,60,40,5460,10,0,104,71,1
2,0,1,376,3,1,6,1,1,4,0,4,1,23,2,1,0,1,135,4200,60,96,5040,20,1,0,0,2
2,0,1,377,3,1,6,1,1,4,1,3,1,2,19,1,1,1,159,4200,120,82,6720,10,1,117,78,1
2,0,1,378,3,1,6,1,1,4,1,3,1,15,2,1,1,1,221,3780,60,72,5040,20,0,140,117,1
2,0,1,379,3,1,6,1,1,3,1,3,1,2,17,1,0,1,157,3780,120,104,6720,10,0,0,0,1
2,0,1,380,3,1,6,2,0,2,0,1,1,17,2,1,0,1,157,4200,120,53,5460,20,0,0,0,2
2,0,1,381,3,1,6,2,3,2,1,1,1,2,20,1,0,1,209,4200,120,127,6720,10,1,0,0,2
2,0,1,382,3,1,6,3,1,5,1,3,1,2,17,1,0,1,174,4200,30,76,6720,20,0,0,0,2
2,0,1,383,3,1,7,1,1,5,0,1,1,1,2,1,0,1,85,2900,120,34,3770,20,0,0,0,1
2,0,1,384,3,1,7,1,1,5,0,1,1,2,17,1,0,1,148,2610,120,107,3480,30,0,0,0,1
2,0,1,385,3,1,7,1,1,5,0,1,1,15,2,1,0,1,220,3480,60,84,4640,30,0,0,0,1
2,0,1,386,3,1,7,1,1,5,0,1,1,17,2,1,0,1,157,3480,120,67,4640,10,0,0,0,1
2,0,1,387,3,1,7,1,1,5,0,1,1,25,23,1,1,1,84,2610,60,66,4640,30,1,64,58,1
2,0,1,388,3,1,7,1,1,5,0,4,1,22,25,1,0,1,58,2900,30,37,4640,20,0,0,0,1
2,0,1,389,3,1,7,1,1,5,1,1,1,23,25,1,1,1,128,2900,60,86,3770,10,0,112,400,1
2,0,1,390,3,1,7,1,1,5,1,2,1,25,22,1,1,1,58,2610,60,36,3770,10,0,52,78,2
2,0,1,391,3,1,8,1,0,4,0,2,0,25,22,1,1,1,133,163,120,119,212,20,0,90,65,3
2,0,1,392,3,1,8,1,1,3,1,2,1,1,17,1,1,1,90,1286,60,41,2286,30,1,56,52,1
2,0,1,393,3,1,8,1,1,3,1,3,0,22,25,1,1,1,54,184,120,33,245,30,0,78,56,1
2,0,1,394,3,1,10,1,1,2,1,2,0,2,15,1,1,1,197,576,120,112,768,10,0,144,150,2
2,0,1,395,3,1,10,1,1,4,0,3,0,1,20,1,0,1,145,222,30,99,355,20,0,0,0,2
2,0,1,396,3,1,10,1,1,3,1,2,0,2,25,1,1,1,116,70,120,57,93,10,0,96,80,2
2,0,1,397,4,0,1,1,1,5,0,1,0,1,15,1,0,1,132,26,30,93,38,20,0,0,0,1
2,0,1,398,4,0,2,1,1,1,0,1,0,2,22,1,0,1,138,20,30,83,23,10,1,0,0,2
2,0,1,399,4,0,7,1,1,5,1,1,1,1,2,1,0,1,123,1850,120,76,2405,20,0,0,0,1
2,0,1,400,5,0,1,2,1,4,0,2,0,2,1,1,1,1,97,38,30,51,50,20,0,72,36,2
2,0,1,401,5,0,1,3,1,3,1,2,0,2,1,1,1,1,97,35,120,46,42,30,0,48,65,2
2,0,1,402,5,0,2,1,3,2,1,1,0,1,2,1,0,1,105,29,30,60,35,20,1,0,0,1
2,0,1,403,5,0,5,2,1,2,1,2,0,17,2,1,1,1,220,45,120,81,65,20,1,120,68,2
2,0,1,404,5,0,5,3,1,4,1,2,0,22,1,1,1,1,268,50,60,112,65,10,0,136,95,2
2,0,1,405,5,0,6,1,1,3,0,2,1,2,17,1,1,1,161,3120,120,79,3120,30,1,100,60,2
2,0,1,406,5,0,6,1,1,3,1,2,1,1,2,1,1,1,109,2600,120,58,3120,30,0,64,65,2
2,0,1,407,5,0,6,2,1,4,0,2,1,2,15,1,1,1,159,3120,120,69,4160,10,0,112,90,1
2,0,1,408,5,0,6,3,1,2,1,1,1,2,1,1,1,1,114,2340,60,66,4160,30,1,72,78,2
2,0,1,409,5,0,6,3,1,3,1,2,1,2,1,1,1,1,131,3120,30,57,3380,30,0,72,65,2
2,0,1,410,5,1,1,2,1,3,1,3,0,2,1,1,1,1,85,60,30,27,74,30,1,117,48,1
2,0,1,411,5,1,1,2,1,4,1,3,0,2,15,1,1,1,164,84,30,66,118,20,0,112,72,2
2,0,1,412,5,1,6,2,1,2,0,2,1,1,17,1,1,1,90,5040,30,41,5040,10,0,91,45,2
2,0,1,413,5,1,6,2,1,3,1,3,1,2,17,1,1,1,206,5040,30,109,6720,20,1,150,123,2
2,0,1,414,5,1,6,2,1,4,1,3,1,2,1,1,1,1,106,4200,30,41,5040,10,0,90,140,2
2,0,1,415,5,1,10,2,1,4,1,3,0,2,1,1,1,1,95,415,60,51,498,20,1,104,120,2
2,0,1,416,6,0,1,1,0,3,1,3,0,25,23,1,1,1,116,34,30,103,40,30,0,120,75,1
2,0,1,417,6,0,1,2,0,4,0,2,0,17,1,1,1,1,145,29,60,92,40,30,0,110,40,2
2,0,1,418,6,0,2,1,0,2,0,1,0,25,22,1,1,1,71,11,60,47,16,30,0,85,15,2
2,0,1,419,6,0,2,1,1,3,1,2,0,25,22,1,1,1,77,13,120,55,16,30,0,56,19,3
2,0,1,420,6,1,2,2,1,1,1,4,0,1,2,1,1,1,110,49,60,66,53,10,1,90,20,2
2,0,1,421,6,1,6,2,1,3,1,3,1,2,1,1,1,1,132,5040,120,77,5460,20,0,117,50,1
2,0,1,422,6,1,6,2,1,3,1,3,1,2,22,1,1,1,82,5040,60,24,5040,20,0,56,112,2
2,0,1,423,7,0,1,1,0,2,1,4,0,25,1,1,0,1,235,77,30,121,82,10,0,0,0,2
2,0,1,424,7,0,1,1,0,4,0,2,0,2,1,1,1,1,85,43,60,38,50,10,1,80,36,2
2,0,1,425,7,0,1,1,1,1,0,1,0,20,19,1,1,1,190,66,120,115,80,10,1,234,110,2
2,0,1,426,7,0,1,1,1,1,1,1,0,1,2,1,1,1,114,48,60,56,50,20,0,72,48,2
2,0,1,427,7,0,1,2,3,1,1,4,0,23,25,1,0,1,162,38,30,136,42,30,1,0,0,1
2,0,1,428,7,0,1,3,1,4,0,3,0,25,2,1,1,1,119,36,120,54,42,30,0,143,64,2
2,0,1,429,7,0,3,1,1,2,0,2,0,2,9,1,1,1,118,83,60,78,91,20,1,117,60,2
2,0,1,430,7,0,3,2,0,3,0,2,0,25,10,1,1,1,126,82,30,96,86,30,0,80,195,3
2,0,1,431,7,0,6,1,1,2,1,1,1,1,17,1,1,1,127,2340,60,78,3380,10,0,117,52,2
2,0,1,432,7,0,6,1,1,1,1,1,1,1,17,1,1,1,126,2340,120,63,3380,20,1,48,28,1
2,0,1,433,7,0,7,1,1,1,1,1,1,1,2,1,0,1,130,1665,60,79,2405,10,0,0,0,1
2,0,1,434,7,0,7,1,1,2,0,1,1,2,1,1,0,1,133,2220,30,85,2220,10,0,0,0,2
2,0,1,435,7,0,7,1,3,1,1,1,1,2,1,1,0,1,170,1665,30,90,2960,20,0,0,0,1
2,0,1,436,7,1,1,1,0,2,1,2,0,18,25,1,1,1,253,120,60,142,161,30,1,224,260,2
2,0,1,437,7,1,3,1,3,3,1,2,0,1,25,1,1,1,267,196,120,109,245,20,1,160,80,3
2,0,1,438,7,1,10,1,3,2,0,4,0,1,20,1,0,1,76,36,30,63,36,10,0,0,0,2
2,0,1,439,8,1,3,1,1,3,1,3,0,2,1,1,1,1,121,156,30,48,169,30,0,72,71,2
2,0,1,440,9,0,2,1,1,2,0,1,0,23,25,1,1,1,93,16,30,69,18,10,1,72,20,2
2,0,1,441,9,0,10,1,1,1,1,1,0,17,1,1,0,1,115,6,120,62,6,20,0,0,0,2
3,1,1,442,1,0,1,0,0,4,1,0,0,22,2,1,1,1,89,30,30,38,43,20,0,70,52,2
3,1,1,443,1,0,1,1,0,2,1,1,0,22,17,1,1,1,245,66,30,104,94,20,0,184,116,3
3,1,1,444,1,0,1,1,0,2,1,2,0,22,2,1,1,1,105,31,30,54,45,20,0,70,58,2
3,1,1,445,1,0,1,1,0,3,0,1,0,25,22,1,1,1,61,19,60,32,31,30,0,65,24,1
3,1,1,446,1,0,1,1,0,3,0,2,0,22,2,1,1,1,99,31,30,52,36,10,0,91,52,2
3,1,1,447,1,0,1,1,0,4,1,3,0,2,22,1,1,1,104,23,120,46,36,10,0,80,32,2
3,1,1,448,1,0,1,1,1,2,1,2,0,22,2,1,1,1,117,35,30,59,40,30,0,130,48,2
3,1,1,449,1,0,1,1,1,2,1,2,0,22,14,1,1,1,249,52,60,149,64,10,0,234,130,2
3,1,1,450,1,0,1,1,1,3,0,2,0,1,2,1,1,1,119,50,120,70,54,20,0,130,60,2
3,1,1,451,1,0,1,2,0,2,0,1,0,22,17,1,1,1,280,56,60,188,74,30,0,160,162,2
3,1,1,452,1,0,1,2,0,4,1,3,0,2,1,1,1,1,82,26,60,60,53,20,0,56,32,1
3,1,1,453,1,0,1,2,1,2,0,2,0,25,1,1,1,1,200,74,120,71,82,20,0,325,160,2
3,1,1,454,1,0,1,3,0,2,0,2,0,22,1,1,1,1,164,62,30,64,82,20,0,200,149,3
3,1,1,455,1,0,1,3,0,4,1,2,0,25,2,1,1,1,146,48,30,49,53,30,0,96,91,2
3,1,1,456,1,0,3,1,0,2,1,2,0,25,10,1,1,1,103,57,30,92,63,10,0,72,55,3
3,1,1,457,1,0,3,1,0,2,1,3,0,22,2,1,1,1,103,45,60,34,52,20,0,70,58,2
3,1,1,458,1,0,3,1,0,3,1,2,0,2,19,1,1,1,109,96,120,69,123,10,0,80,60,3
3,1,1,459,1,0,3,1,0,3,1,3,0,22,1,1,1,1,188,111,30,76,132,30,0,221,76,2
3,1,1,460,1,0,3,1,0,3,1,3,0,25,22,1,1,1,138,39,60,120,57,30,0,32,39,3
3,1,1,461,1,0,3,1,0,1,1,1,0,22,2,1,1,1,82,50,30,34,76,20,0,56,28,3
3,1,1,462,1,0,3,1,0,3,0,1,0,2,22,1,1,1,149,62,60,75,90,30,0,91,32,3
3,1,1,463,1,0,3,1,0,3,1,3,0,22,2,1,1,1,138,64,120,94,90,10,0,56,40,3
3,1,1,464,1,0,3,1,0,4,1,2,0,2,1,1,1,1,106,84,60,41,111,30,0,117,44,3
3,1,1,465,1,0,3,1,1,1,1,1,0,25,1,1,1,1,236,111,60,71,128,20,0,210,156,2
3,1,1,466,1,0,3,1,1,2,1,2,0,2,1,1,1,1,103,75,120,63,86,30,0,130,48,2
3,1,1,467,1,0,3,1,1,3,0,2,0,1,2,1,1,1,119,91,120,64,103,20,0,130,70,2
3,1,1,468,1,0,3,1,1,3,1,2,0,22,3,1,1,1,161,77,60,110,90,10,0,182,123,2
3,1,1,469,1,0,3,2,0,2,1,3,0,25,22,1,1,1,61,30,60,30,37,20,0,50,39,2
3,1,1,470,1,0,3,2,0,3,1,2,0,22,9,1,1,1,171,111,30,81,149,20,0,136,108,2
3,1,1,471,1,0,3,2,1,2,1,3,0,22,1,1,1,1,173,95,60,77,132,30,0,136,143,2
3,1,1,472,1,0,3,2,1,3,1,4,0,2,18,1,1,1,151,130,120,116,156,10,0,136,110,2
3,1,1,473,1,0,3,3,0,3,1,3,0,22,21,1,1,1,355,145,30,288,165,30,0,230,165,2
3,1,1,474,1,0,3,3,0,5,0,1,0,22,2,1,1,1,102,53,60,47,80,30,0,70,40,3
3,1,1,475,1,0,3,3,0,3,0,2,0,25,2,1,1,1,125,96,60,44,99,20,0,88,64,3
3,1,1,476,1,0,3,3,0,4,1,2,0,25,19,1,1,1,1022,137,120,785,144,30,0,200,130,2
3,1,1,477,1,1,1,1,0,2,0,2,0,22,2,1,1,1,205,74,60,117,81,10,0,80,60,3
3,1,1,478,1,1,1,1,0,2,1,3,0,25,1,1,1,1,236,126,30,71,140,30,0,152,214,3
3,1,1,479,1,1,1,1,0,3,1,2,0,25,22,1,1,1,54,29,60,30,44,30,0,40,30,2
3,1,1,480,1,1,1,1,0,2,1,2,0,25,1,1,1,1,182,126,60,71,140,10,0,210,100,2
3,1,1,481,1,1,1,1,0,4,1,3,0,22,25,1,1,1,51,26,60,28,38,30,0,32,45,3
3,1,1,482,1,1,1,1,1,4,1,3,0,22,1,1,1,1,303,81,120,167,99,20,0,136,88,3
3,1,1,483,1,1,1,1,1,2,1,2,0,2,1,1,1,1,116,68,30,74,90,20,0,80,56,3
3,1,1,484,1,1,1,2,0,2,1,3,0,17,1,1,1,1,119,32,30,88,60,20,0,78,30,2
3,1,1,485,1,1,1,2,0,3,1,2,0,25,2,1,1,1,142,68,120,72,76,30,0,88,97,2
